DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	TotalLoadValue	UpdateTime
2018-08-01 00:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	654.1	2018-08-29 11:01:12
2018-08-01 01:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	638.7	2018-08-01 04:46:13
2018-08-01 02:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	635.4	2018-08-01 05:46:01
2018-08-01 03:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	722.4	2018-08-01 06:46:01
2018-08-01 04:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	843.3	2018-08-01 07:46:12
2018-08-01 05:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	948.8	2018-08-01 08:46:10
2018-08-01 06:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1008.1	2018-08-01 10:16:21
2018-08-01 07:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1029.1	2018-08-01 10:46:37
2018-08-01 08:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1036.4	2018-08-01 11:46:07
2018-08-01 09:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1024.2	2018-08-01 13:16:17
2018-08-01 10:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1044.1	2018-08-01 13:47:00
2018-08-01 11:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1031.1	2018-08-01 14:46:07
2018-08-01 12:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1018.0	2018-08-01 15:46:09
2018-08-01 13:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1001.5	2018-08-01 16:46:06
2018-08-01 14:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	988.3	2018-08-01 17:46:11
2018-08-01 15:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	957.5	2018-08-01 18:46:05
2018-08-01 16:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	934.4	2018-08-01 19:46:05
2018-08-01 17:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	913.8	2018-08-01 20:46:03
2018-08-01 18:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	891.2	2018-08-01 21:46:02
2018-08-01 19:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	873.4	2018-08-01 22:46:01
2018-08-01 20:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	811.9	2018-08-01 23:46:06
2018-08-01 21:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	736.2	2018-08-02 00:46:04
2018-08-01 22:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	699.1	2018-08-02 01:46:06
2018-08-01 23:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	681.6	2018-08-02 02:46:02
2018-08-02 00:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	657.3	2018-08-29 11:01:11
2018-08-02 01:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	650.4	2018-08-02 04:46:00
2018-08-02 02:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	642.1	2018-08-02 05:46:04
2018-08-02 03:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	731.0	2018-08-02 06:46:01
2018-08-02 04:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	852.9	2018-08-02 07:46:02
2018-08-02 05:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	967.2	2018-08-02 08:46:10
2018-08-02 06:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1017.8	2018-08-02 09:46:18
2018-08-02 07:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1034.8	2018-08-02 10:46:13
2018-08-02 08:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1038.2	2018-08-02 12:05:12
2018-08-02 09:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1029.7	2018-08-02 14:32:21
