DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	TotalLoadValue	UpdateTime
2018-06-01 00:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	644.1	2018-06-13 15:16:58
2018-06-01 01:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	618.9	2018-06-01 04:46:11
2018-06-01 02:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	644.5	2018-06-01 05:46:11
2018-06-01 03:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	761.4	2018-06-01 06:46:17
2018-06-01 04:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	883.4	2018-06-01 07:46:08
2018-06-01 05:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	971.2	2018-06-01 08:46:13
2018-06-01 06:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1017.2	2018-06-01 09:46:26
2018-06-01 07:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1014.6	2018-06-01 10:46:12
2018-06-01 08:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1007.5	2018-06-01 11:46:16
2018-06-01 09:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	998.0	2018-06-01 12:46:13
2018-06-01 10:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1017.1	2018-06-01 13:46:28
2018-06-01 11:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	994.1	2018-06-01 15:16:11
2018-06-01 12:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	977.7	2018-06-01 15:46:21
2018-06-01 13:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	947.9	2018-06-01 16:46:10
2018-06-01 14:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	932.9	2018-06-01 17:46:12
2018-06-01 15:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	910.9	2018-06-01 18:46:11
2018-06-01 16:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	892.1	2018-06-01 19:46:06
2018-06-01 17:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	869.7	2018-06-01 20:46:06
2018-06-01 18:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	836.7	2018-06-01 21:46:05
2018-06-01 19:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	796.3	2018-06-01 22:46:03
2018-06-01 20:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	760.9	2018-06-01 23:46:07
2018-06-01 21:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	705.2	2018-06-02 00:46:11
