DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	TotalLoadValue	UpdateTime
2018-11-01 00:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	771.2	2018-11-01 02:46:02
2018-11-01 01:00:00.000000	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE		2022-01-06 11:38:24.146247
2018-11-01 02:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	776.6	2018-11-01 04:46:04
2018-11-01 03:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	817.2	2018-11-01 05:46:04
2018-11-01 04:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	945.8	2018-11-01 06:46:04
2018-11-01 05:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1065.0	2018-11-01 07:46:02
2018-11-01 06:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1151.8	2018-11-01 08:45:57
2018-11-01 07:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1186.2	2018-11-01 09:46:11
2018-11-01 08:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1182.5	2018-11-01 10:46:05
2018-11-01 09:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1165.2	2018-11-01 11:46:12
2018-11-01 10:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1136.0	2018-11-01 12:46:05
2018-11-01 11:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1144.6	2018-11-01 13:46:06
2018-11-01 12:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1138.4	2018-11-01 14:45:59
2018-11-01 13:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1136.3	2018-11-01 15:46:05
2018-11-01 14:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1139.8	2018-11-01 16:46:03
2018-11-01 15:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1174.8	2018-11-01 17:46:02
2018-11-01 16:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1156.0	2018-11-01 18:45:54
2018-11-01 17:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1130.8	2018-11-01 19:45:59
2018-11-01 18:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1093.2	2018-11-01 20:45:59
2018-11-01 19:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1030.2	2018-11-01 21:45:59
2018-11-01 20:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	940.4	2018-11-01 22:46:00
2018-11-01 21:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	855.4	2018-11-01 23:46:03
2018-11-01 22:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	789.6	2018-11-02 00:45:59
2018-11-01 23:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	762.1	2018-11-02 01:46:08
2018-11-02 00:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	747.1	2018-11-02 02:45:59
2018-11-02 01:00:00.000000	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE		2022-01-06 11:38:24.147263
2018-11-02 02:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	738.8	2018-11-02 04:46:01
2018-11-02 03:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	782.5	2018-11-02 05:45:57
2018-11-02 04:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	910.7	2018-11-02 06:46:06
2018-11-02 05:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1038.1	2018-11-02 07:46:05
