DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	TotalLoadValue	UpdateTime
2018-07-01 00:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	562.5	2018-07-05 09:46:02
2018-07-01 01:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	535.8	2018-07-01 04:46:02
2018-07-01 02:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	538.8	2018-07-01 05:46:01
2018-07-01 03:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	565.3	2018-07-01 06:45:59
2018-07-01 04:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	610.0	2018-07-01 07:46:02
2018-07-01 05:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	675.2	2018-07-01 08:46:01
2018-07-01 06:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	735.8	2018-07-01 09:46:06
2018-07-01 07:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	773.6	2018-07-01 10:46:04
2018-07-01 08:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	787.2	2018-07-01 11:46:02
2018-07-01 09:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	793.3	2018-07-01 12:46:05
2018-07-01 10:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	778.4	2018-07-01 13:46:08
2018-07-01 11:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	767.4	2018-07-01 14:45:59
2018-07-01 12:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	769.3	2018-07-01 15:46:03
2018-07-01 13:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	771.7	2018-07-01 16:46:01
2018-07-01 14:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	779.7	2018-07-01 17:46:00
2018-07-01 15:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	780.3	2018-07-01 18:46:05
2018-07-01 16:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	775.9	2018-07-01 19:46:01
