DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	TotalLoadValue	UpdateTime
2018-07-01 00:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	4517.7	2018-07-03 10:01:27
2018-07-01 01:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	4326.9	2018-07-03 10:01:27
2018-07-01 02:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	4278.6	2018-07-03 10:01:27
2018-07-01 03:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	4299.7	2018-07-03 10:01:27
2018-07-01 04:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	4460.5	2018-07-03 10:01:27
2018-07-01 05:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	4839.5	2018-07-03 10:01:27
2018-07-01 06:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5131.7	2018-07-03 10:01:27
2018-07-01 07:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5374.4	2018-07-03 10:01:27
2018-07-01 08:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5555.2	2018-07-03 10:01:27
2018-07-01 09:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5713.6	2018-07-03 10:01:27
2018-07-01 10:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5572.9	2018-07-03 10:01:27
2018-07-01 11:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5410.9	2018-07-03 10:01:27
2018-07-01 12:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5262.3	2018-07-03 10:01:27
2018-07-01 13:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5229.9	2018-07-03 10:01:27
2018-07-01 14:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5301.6	2018-07-03 10:01:27
2018-07-01 15:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5485.2	2018-07-03 10:01:27
2018-07-01 16:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5693.6	2018-07-03 10:01:27
2018-07-01 17:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5745.4	2018-07-03 10:01:27
2018-07-01 18:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5789.2	2018-07-03 10:01:27
2018-07-01 19:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5779.4	2018-07-03 10:01:27
2018-07-01 20:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5826.9	2018-07-03 10:01:27
2018-07-01 21:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5443.7	2018-07-03 10:01:27
2018-07-01 22:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5157.9	2018-07-04 10:01:19
2018-07-01 23:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	4891.5	2018-07-04 10:01:19
2018-07-02 00:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	4796.2	2018-07-04 10:01:19
2018-07-02 01:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	4686.6	2018-07-04 10:01:19
