DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	TotalLoadValue	UpdateTime
2018-10-01 00:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5197.3	2019-01-01 23:46:12
2018-10-01 01:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5121.2	2019-01-01 23:46:12
2018-10-01 02:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5276.299999999999	2019-01-01 23:46:12
2018-10-01 03:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	6011.9	2019-01-01 23:46:12
2018-10-01 04:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	7348.6	2019-01-01 23:46:12
2018-10-01 05:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8294.4	2019-01-01 23:46:12
2018-10-01 06:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8629.1	2019-01-01 23:46:12
2018-10-01 07:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8655.3	2019-01-01 23:46:12
2018-10-01 08:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8726.2	2019-01-01 23:46:12
2018-10-01 09:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8841.0	2019-01-01 23:46:12
2018-10-01 10:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8652.1	2019-01-01 23:46:12
2018-10-01 11:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8580.1	2019-01-01 23:46:12
2018-10-01 12:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8443.7	2019-01-01 23:46:12
2018-10-01 13:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8476.1	2019-01-01 23:46:12
2018-10-01 14:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8592.0	2019-01-01 23:46:12
2018-10-01 15:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8693.6	2019-01-01 23:46:12
