DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	TotalLoadValue	UpdateTime
2018-04-09 12:00:00.000000	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE		2022-01-26 16:07:50.091231
2018-04-09 13:00:00.000000	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE		2022-01-26 16:07:50.091231
2018-04-09 14:00:00.000000	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE		2022-01-26 16:07:50.091231
2018-04-09 15:00:00.000000	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE		2022-01-26 16:07:50.091231
2018-04-09 16:00:00.000000	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE		2022-01-26 16:07:50.091231
2018-04-09 17:00:00.000000	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE		2022-01-26 16:07:50.091231
2018-04-09 18:00:00.000000	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE		2022-01-26 16:07:50.091231
2018-04-09 19:00:00.000000	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE		2022-01-26 16:07:50.091231
2018-04-09 20:00:00.000000	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE		2022-01-26 16:07:50.091231
2018-04-09 21:00:00.000000	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE		2022-01-26 16:07:50.091231
2018-04-09 22:00:00.000000	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE		2022-01-26 16:07:50.091231
2018-04-09 23:00:00.000000	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE		2022-01-26 16:07:50.091231
2018-04-10 00:00:00.000000	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE		2022-01-26 16:07:50.091231
2018-04-10 01:00:00.000000	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE		2022-01-26 16:07:50.091231
2018-04-10 02:00:00.000000	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE		2022-01-26 16:07:50.091231
2018-04-10 03:00:00.000000	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE		2022-01-26 16:07:50.091231
2018-04-10 04:00:00.000000	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE		2022-01-26 16:07:50.091231
2018-04-10 05:00:00.000000	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE		2022-01-26 16:07:50.091231
